age,sexe,revenu_mensuel,nbr_visites_30j,temps_depuis_derniere_commande,type_client,commande_30j
73,M,2801.0290456702714,2,5.706212872507755,occasionnel,0
63,M,2694.266875832316,9,9.658635941266107,fidèle,0
41,M,3340.018226941633,7,81.85595682696993,occasionnel,0
28,F,,8,2.9475498094681187,premium,0
30,F,3548.270607404736,3,15.966936390962163,occasionnel,1
51,F,4193.934075152157,7,0.4602204797130187,fidèle,1
42,F,1384.6615302234318,3,53.52767122457521,occasionnel,0
24,F,1428.6244053121793,10,43.57718774529434,occasionnel,0
69,F,5084.114115659518,4,46.60143861183727,occasionnel,0
21,F,1791.0576560352836,7,21.105745744066095,fidèle,0
25,M,2266.9624880233287,2,10.508944613498965,premium,0
37,F,2112.5913825769385,2,57.33494771051889,fidèle,0
46,M,10004.055226757315,5,74.9984455699774,occasionnel,1
71,M,1186.1817184124036,10,6.713912047820785,occasionnel,0
70,F,1166.1950790291553,6,30.021614546833444,occasionnel,0
68,M,2479.014871728337,4,12.868700082747091,occasionnel,0
62,M,2160.0892890049427,1,8.282307841181849,occasionnel,0
63,M,887.9484132596576,8,59.646721577329124,premium,0
27,M,2326.121018940087,5,34.75801021301305,fidèle,0
60,F,2531.1614076606966,3,10.96122059627294,fidèle,0
51,F,1646.1376297479032,4,16.69786639377517,fidèle,0
74,F,2219.532477780272,3,153.036341886157,fidèle,0
43,F,1290.533332335136,3,84.97600211667701,occasionnel,0
58,F,890.0052539845683,4,95.39189213686886,fidèle,1
66,F,1779.96875668506,4,27.729384375422548,premium,0
20,F,1025.626407428327,5,43.9944151936298,occasionnel,0
73,F,731.6606347868748,3,21.277620945445957,occasionnel,0
23,F,354.678256849075,6,3.6403971037392213,premium,0
22,F,2947.787763703158,4,23.067422917830083,fidèle,0
22,M,1731.479051293203,6,40.56096215746332,occasionnel,0
71,F,,6,15.231430005089361,fidèle,1
64,M,1851.4489355870342,5,84.75973401257785,occasionnel,0
40,M,2937.316659497123,7,7.371633273530497,occasionnel,0
66,M,1460.3670191495428,5,20.586996467766934,occasionnel,0
26,M,2420.8865685905207,6,6.003970927557534,occasionnel,1
52,F,358.0842932292289,4,23.35103034620107,fidèle,0
37,M,1758.3970098981683,8,1.821116224064447,fidèle,0
66,F,1193.0159995175457,11,14.319413065509618,premium,0
59,F,4755.124071856147,6,23.042331018129097,occasionnel,0
52,M,2800.732697177053,3,29.26820381281932,fidèle,0
67,F,4309.282837378386,4,35.30685647388865,occasionnel,0
35,M,5485.7772832970995,8,14.470712524340138,occasionnel,0
34,M,1642.6275574459046,6,33.314645125155636,premium,0
41,F,2713.3293128767928,5,32.00942537018707,occasionnel,1
20,F,939.0781958644437,6,17.102596659490025,occasionnel,0
49,M,3264.854851847657,4,79.7911178596141,occasionnel,0
52,F,3609.2210720542416,5,35.499056541276445,occasionnel,0
55,F,3106.8410588359316,14,18.174193090264826,fidèle,0
30,F,1641.1023107960013,4,132.4741891547569,premium,1
73,M,7793.567676153315,6,83.92750518605011,fidèle,1
64,M,2526.137079953796,2,182.27631746063,premium,0
42,F,944.3148438509005,5,53.02868029705991,fidèle,0
26,F,3851.7402736742683,5,21.382812875396215,premium,0
21,F,4851.671824597629,4,14.836506857307217,occasionnel,1
31,F,961.9261099915753,3,48.9877177493537,premium,0
54,F,2034.7083010533581,6,177.9169070141113,occasionnel,0
51,M,652.5628698600134,5,44.34359807788787,premium,0
28,F,5626.715804062944,7,96.02157398793804,occasionnel,1
58,M,2307.643881619522,8,17.961313433557855,fidèle,0
73,F,1197.754438754943,6,23.511732503826494,fidèle,0
20,M,4894.353173975408,5,106.53267926991948,premium,0
45,F,2474.3240896896023,8,63.63654454922004,fidèle,1
46,M,4446.068525286133,9,179.33169198345638,occasionnel,0
26,F,3413.977238162202,3,67.07733609399617,fidèle,0
20,M,1057.3728859625974,5,26.78138647189113,occasionnel,1
42,M,1595.3647483651707,2,34.07838986961646,occasionnel,0
51,M,1227.3406125677286,6,103.84890075394584,occasionnel,0
29,M,884.4066278798261,9,36.09782198111248,occasionnel,0
59,M,487.55078558445916,5,13.270706597017359,fidèle,1
26,M,,7,25.74122236865238,premium,0
32,F,3065.51848992272,7,32.684555475026464,premium,0
57,M,,3,4.577513032721953,occasionnel,0
42,F,5267.257252070978,5,61.27430446133162,occasionnel,1
22,F,1582.0079040200308,5,5.211367291259796,occasionnel,0
28,F,702.7917106454951,4,23.35750137627688,occasionnel,0
51,F,4180.811765517804,5,73.47696278415962,occasionnel,1
41,F,822.1021521481163,4,28.363703607636825,occasionnel,0
32,M,4112.38864935453,8,83.03663145807776,fidèle,0
55,M,596.7465874066963,7,18.826650103642844,fidèle,0
25,M,765.2991831890774,6,142.26584732291056,fidèle,0
22,F,1452.7059060037934,7,10.577235989913287,occasionnel,0
65,M,4005.748317738738,10,1.7556950254995596,fidèle,1
43,M,7127.5516800078885,4,92.6578326094339,fidèle,1
35,M,3394.7948386611088,9,62.78149215445537,occasionnel,0
23,M,1501.6901580608178,9,11.877502525682685,occasionnel,0
54,M,4709.9220597860385,9,188.21815090304193,occasionnel,1
65,F,577.8225474369053,3,31.39730409582565,occasionnel,0
30,M,1110.1321573633604,3,135.77721239745844,occasionnel,0
45,F,2657.281144032511,8,31.646503895258373,occasionnel,0
22,F,4276.167404614798,6,28.728967429175043,occasionnel,0
30,F,2117.295684649519,9,26.832236850766456,occasionnel,0
34,F,1942.0855446082228,2,18.350131555132716,fidèle,1
67,F,2034.1093052359943,6,34.33181786690503,occasionnel,0
57,M,5235.513083706441,2,27.112169765304444,fidèle,0
62,M,,9,1.6847573823604898,occasionnel,1
